Country Name,Country Code,Income Group,Region,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Unnamed: 69
Afghanistan,AFG,Low income,South Asia,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.0,920.0,920.0,1010.0,1070.0,1210.0,1250.0,1490.0,1590.0,1680.0,1900.0,1900.0,1890.0,1880.0,1900.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Low income,South Asia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,8.33160972595215,9.35029029846191,10.3486099243164,10.8316898345947,10.9764003753662,11.0410299301147,11.9362201690674,12.7769603729248,13.4486303329468,,16.9421405792236,19.5852394104004,10.7739696502686,,12.6788196563721,13.4631299972534,12.4384202957153,,13.5438804626465,13.0111999511719,11.2228298187256,16.3062992095947,,16.5285701751708,23.1541004180908,22.5660190582275,,,,,,13.0487403869629,,13.3170795440674,18.6647891998291,19.7837009429932,29.9304599761963,30.0831604003906,40.2233810424805,46.7327613830566,53.2468299865723,54.6161804199219,56.6773414611816,56.6886596679688,55.6561584472656,55.6444091796875,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Low income,South Asia,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,0.76816999912262,0.923940002918243,0.952409982681274,1.09745001792908,1.02620005607605,1.08011996746063,1.22264003753662,1.35827004909515,1.74661004543304,1.88179004192352,,,1.74412000179291,,,,2.20429992675781,1.74343001842499,,,2.27316999435425,,,,,,,,,,,,,1.25683999061584,1.25602996349335,,,,,3.9033899307251,,3.75598001480103,,,8.66279983520508,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Low income,South Asia,"Population, total",SP.POP.TOTL,11126123.0,11417825.0,11721940.0,12027822.0,12321541.0,12590286.0,12840299.0,13067538.0,13237734.0,13306695.0,13248370.0,13053954.0,12749645.0,12389269.0,12047115.0,11783050.0,11601041.0,11502761.0,11540888.0,11777609.0,12249114.0,12993657.0,13981231.0,15095099.0,16172719.0,17099541.0,17822884.0,18381605.0,18863999.0,19403676.0,20093756.0,20966463.0,21979923.0,23064851.0,24118979.0,25070798.0,25893450.0,26616792.0,27294031.0,28004331.0,28803167.0,29708599.0,30696958.0,31731688.0,32758020.0,33736494.0,34656032.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Low income,South Asia,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.41730952262878,,-2.42735457420349,,-2.43896889686584,,-2.03503370285034,-2.19837236404419,-2.29568219184875,-2.06750988960266,-2.21913456916809,-2.4133734703064,-2.69136095046997,-2.71142148971558,-2.57915186882019,-2.50205969810486,-2.41856145858765,-2.51934909820557,-2.41106843948364,-2.56262516975403,-2.6621561050415,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Low income,South Asia,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,0.004722568,0.004561395,0.087891253,0.10580903,1.224148084,2.107123645,1.9,1.84,3.55,4,5,5.454545455,5.9,7,8.26,11,,,,,,,,,,,,,,,,,,,
Albania,ALB,Upper middle income,Europe & Central Asia,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,2720.0,1950.0,1830.0,2130.0,2400.0,2830.0,3180.0,2900.0,3300.0,3770.0,4140.0,4600.0,4870.0,5250.0,5660.0,6060.0,6830.0,7490.0,8270.0,8680.0,9550.0,10210.0,10450.0,10610.0,11200.0,11340.0,11670.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,Upper middle income,Europe & Central Asia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,,84.978271484375,,86.5127105712891,88.2596130371094,90.202018737793,91.2001724243164,87.0644989013672,82.0288391113281,82.2892913818359,85.3397521972656,88.4709091186523,87.9317932128906,88.7278518676758,88.9528198242188,90.2612762451172,91.1052017211914,77.9227981567383,70.5480117797852,68.9601516723633,68.9317092895508,68.1389236450195,69.6703720092773,71.655158996582,71.9115295410156,71.4527969360352,72.905158996582,73.0028610229492,75.0189895629883,74.170280456543,76.8870620727539,77.9558868408203,81.2808685302734,83.6489181518555,85.409309387207,88.4116363525391,90.8483505249023,92.7414703369141,95.8315734863281,96.4260864257813,95.7654876708984,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Upper middle income,Europe & Central Asia,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,,13.9085903167725,14.9286098480225,,,,,,5.83171987533569,,,5.18966007232666,,5.92632007598877,6.56026983261108,7.02623987197875,7.22159004211426,7.32742023468018,7.73881006240845,8.14988994598389,8.36911010742188,8.85993003845215,9.29417037963867,11.1887397766113,10.6477499008179,10.2203397750854,10.9630498886108,12.7337598800659,13.5947599411011,14.8050403594971,15.6037302017212,15.9749603271484,16.4317092895508,16.8055591583252,20.0555400848389,23.3111000061035,26.6204395294189,30.6536693572998,32.0778007507324,33.400749206543,44.5406494140625,49.6703987121582,58.5654907226563,62.5477600097656,62.7068481445313,58.1099510192871,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Upper middle income,Europe & Central Asia,"Population, total",SP.POP.TOTL,2135479.0,2187853.0,2243126.0,2296752.0,2350124.0,2404831.0,2458526.0,2513546.0,2566266.0,2617832.0,2671997.0,2726056.0,2784278.0,2843960.0,2904429.0,2964762.0,3022635.0,3083605.0,3142336.0,3227943.0,3286542.0,3266790.0,3247039.0,3227287.0,3207536.0,3187784.0,3168033.0,3148281.0,3128530.0,3108778.0,3089027.0,3060173.0,3051010.0,3039616.0,3026939.0,3011487.0,2992547.0,2970017.0,2947314.0,2927519.0,2913021.0,2905195.0,2900401.0,2895092.0,2889104.0,2880703.0,2876101.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,Upper middle income,Europe & Central Asia,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.336625128984451,,-0.544004201889038,,-0.539989590644836,,-0.297719180583954,-0.309780240058899,-0.427259683609009,-0.505047976970673,-0.508157312870026,-0.203974649310112,-0.0305009130388498,-0.0451405122876167,-0.191482901573181,-0.282379418611526,-0.143631592392921,0.0919297859072685,0.485986232757568,0.341639041900635,0.337447881698608,,,,,,,,,,,,,,,,,,,
